Date,Open,High,Low,Close,Volume,Company_name,Moving_av,Volume_rate,Close_rate
2015-01-02 05:00:00+00:00,26.6299991607666,26.790000915527344,26.393999099731445,26.477500915527344,26480000,GOOGL,26.477500915527344,0.0,0.0
2015-01-05 05:00:00+00:00,26.357500076293945,26.39949989318848,25.887500762939453,25.972999572753903,41182000,GOOGL,26.225250244140625,0.5552114803625378,-0.01905396375522675
2015-01-06 05:00:00+00:00,26.024999618530277,26.06049919128418,25.27750015258789,25.332000732421875,54456000,GOOGL,25.927500406901043,0.322325287747074,-0.02467943059624295
2015-01-07 05:00:00+00:00,25.54750061035156,25.574499130249023,25.1825008392334,25.25749969482422,46918000,GOOGL,25.760000228881836,-0.13842368150433376,-0.002940985135149787
2015-01-08 05:00:00+00:00,25.07550048828125,25.375,24.750999450683597,25.34550094604492,73054000,GOOGL,25.677100372314452,0.5570569930517072,0.0034841632102932518
2015-01-09 05:00:00+00:00,25.40900039672852,25.43000030517578,24.9325008392334,25.035999298095703,42000000,GOOGL,25.570250193277996,-0.4250828154515838,-0.012211305217761415
2015-01-12 05:00:00+00:00,24.96199989318848,25.013999938964844,24.545499801635746,24.85300064086914,57138000,GOOGL,25.4677859715053,0.36042857142857143,-0.007309420928146527
2015-01-13 05:00:00+00:00,25.12849998474121,25.43000030517578,24.863000869750977,25.09000015258789,60958000,GOOGL,25.420562744140625,0.0668556827330323,0.009536052211297968
2015-01-14 05:00:00+00:00,25.020999908447266,25.413000106811523,24.90800094604492,25.296499252319336,52800000,GOOGL,25.406777911716038,-0.13382985006069753,0.008230334733981503
2015-01-15 05:00:00+00:00,25.444499969482425,25.487499237060547,25.100500106811523,25.20050048828125,51068000,GOOGL,25.38615016937256,-0.032803030303030306,-0.003794942655129808
2015-01-16 05:00:00+00:00,25.15749931335449,25.542499542236328,25.15449905395508,25.52300071716309,49658000,GOOGL,25.398591128262606,-0.02761024516331166,0.012797373966116615
2015-01-20 05:00:00+00:00,25.638500213623047,25.780500411987305,25.4685001373291,25.496999740600582,46796000,GOOGL,25.40679184595744,-0.05763421805147207,-0.0010187272590178864
2015-01-21 05:00:00+00:00,25.54199981689453,26.092500686645508,25.47949981689453,26.019500732421875,46356000,GOOGL,25.453923298762394,-0.009402513035302162,0.02049264608138499
2015-01-22 05:00:00+00:00,26.149999618530277,26.941999435424805,26.09550094604492,26.864999771118164,56068000,GOOGL,25.554714475359237,0.2095090171714557,0.03249482176430642
2015-01-23 05:00:00+00:00,26.901500701904297,27.27050018310547,26.787500381469727,27.09749984741211,45966000,GOOGL,25.657566833496094,-0.18017407433830349,0.00865438593987631
2015-01-26 05:00:00+00:00,27.075000762939453,27.075000762939453,26.603500366210938,26.836000442504883,30932000,GOOGL,25.731218934059143,-0.32706783274594264,-0.009650314840105093
2015-01-27 05:00:00+00:00,26.56999969482422,26.638999938964844,26.042999267578125,26.059499740600582,39148000,GOOGL,25.750529569738053,0.26561489719384457,-0.02893503834775692
2015-01-28 05:00:00+00:00,26.25,26.284500122070312,25.61750030517578,25.62150001525879,35822000,GOOGL,25.74336126115587,-0.0849596403392255,-0.01680767972147185
