Open,High,Low,Close,Volume,Dividends,Stock Splits,Company_name,Date
21.290283858880386,21.619060257537182,21.16198094864804,21.46670150756836,64731500,0.0,0,MSFT,2012-01-03
21.506791159765974,22.02802181631799,21.474716203565904,21.97188949584961,80516100,0.0,0,MSFT,2012-01-04
21.955857271447705,22.236520480214818,21.883688217842135,22.196426391601562,56081400,0.0,0,MSFT,2012-01-05
22.076144104145126,22.605394063345138,22.076144104145126,22.541242599487305,99455500,0.0,0,MSFT,2012-01-06
22.493114399333273,22.533209996191875,22.22848957802902,22.24452781677246,59706800,0.0,0,MSFT,2012-01-09
22.39689476395505,22.57331085473575,22.252553630820344,22.324724197387695,60014400,0.0,0,MSFT,2012-01-10
21.9959500221361,22.43699105735308,21.947836816173997,22.228498458862305,65582400,0.0,0,MSFT,2012-01-11
22.348778401056734,22.469062151822072,22.172360805742755,22.45302391052246,49370800,0.0,0,MSFT,2012-01-12
22.39689194904156,22.65349769592285,22.28462731715372,22.65349769592285,60196100,0.0,0,MSFT,2012-01-13
22.773784651951466,22.974258111087465,22.58934943662421,22.66152000427246,72395300,0.0,0,MSFT,2012-01-17
22.701615974400447,22.77378654805749,22.428971924916322,22.63746452331543,64860600,0.0,0,MSFT,2012-01-18
22.58133223930248,22.805863083288124,22.477086704643114,22.549257278442383,74053500,0.0,0,MSFT,2012-01-19
23.110575819525543,23.848318072901726,23.054443506142164,23.824260711669922,165902900,0.0,0,MSFT,2012-01-20
23.695960389756042,24.01671912267611,23.535582552786998,23.840301513671875,76078100,0.0,0,MSFT,2012-01-23
23.63180861115749,23.711998293240867,23.399260215555753,23.527563095092773,51703300,0.0,0,MSFT,2012-01-24
23.311057354307525,23.77615579355564,23.311057354307525,23.7039852142334,59231700,0.0,0,MSFT,2012-01-25
23.744071599661364,23.81624215092708,23.575673136877768,23.65586280822754,49102800,0.0,0,MSFT,2012-01-26
23.615781155248094,23.679932620162695,23.3912502633012,23.439363479614258,44187700,0.0,0,MSFT,2012-01-27
23.23086643819697,23.752098712626342,23.118601778223272,23.74407958984375,51114800,0.0,0,MSFT,2012-01-30
23.784171446003782,23.816247934129,23.43935684611338,23.6799259185791,50572400,0.0,0,MSFT,2012-01-31
23.888422588504625,24.09691367901177,23.864365218296232,23.968610763549805,67409900,0.0,0,MSFT,2012-02-01
23.976622306429366,24.193133981377702,23.824262068929695,24.0167179107666,52223300,0.0,0,MSFT,2012-02-02
24.169085498873027,24.37757812955735,24.128991409295512,24.24927520751953,41838500,0.0,0,MSFT,2012-02-03
24.088896408377714,24.233236043090937,24.032762543804804,24.217199325561523,28039700,0.0,0,MSFT,2012-02-06
24.177103045561466,24.449747119479525,24.09691334214591,24.337482452392578,39242400,0.0,0,MSFT,2012-02-07
24.26531558845866,24.59409204627174,24.233239090383428,24.58607292175293,49659100,0.0,0,MSFT,2012-02-08
24.60210767834481,24.69833409992726,24.44172826971888,24.674278259277344,50481600,0.0,0,MSFT,2012-02-09
24.570030243264807,24.698333153452246,24.345500915182456,24.457765579223633,44605300,0.0,0,MSFT,2012-02-10
24.562005698117286,24.674271866866988,24.401627860532138,24.52191162109375,33319800,0.0,0,MSFT,2012-02-13
24.481558339982506,24.586490158197538,24.094115648720287,24.41698455810547,59644000,0.2,0,MSFT,2012-02-14
24.48155555042136,24.529985496420665,24.2394042808646,24.25554656982422,43311300,0.0,0,MSFT,2012-02-15
24.465417884175256,25.46631241110442,24.457345967882205,25.25644874572754,94705100,0.0,0,MSFT,2012-02-16
25.18380310605862,25.28066302271327,24.98200981687405,25.22416114807129,70036500,0.0,0,MSFT,2012-02-17
25.16765444232974,25.514739079431685,25.143438698034146,25.377519607543945,50829900,0.0,0,MSFT,2012-02-21
25.385592524591527,25.57124195284001,25.167655436007458,25.24030113220215,49253200,0.0,0,MSFT,2012-02-22
25.183800641543296,25.498597649205436,25.02236541016963,25.321020126342773,35034700,0.0,0,MSFT,2012-02-23
25.40980339050293,25.425947218548835,25.216082072632638,25.40980339050293,35575400,0.0,0,MSFT,2012-02-24
25.216082994877734,25.425948148469473,25.103079273543813,25.304872512817383,34568400,0.0,0,MSFT,2012-02-27
25.35330703973404,25.773037422749972,25.32909129240448,25.724607467651367,45230600,0.0,0,MSFT,2012-02-28
25.74074267743715,25.829532186989155,25.51473525611945,25.619667053222656,59323600,0.0,0,MSFT,2012-02-29
25.77303492475033,26.14433377711975,25.708461144357372,26.063617706298828,77344100,0.0,0,MSFT,2012-03-01
26.079761056067028,26.184691330377948,25.829536314536515,25.89411163330078,47314200,0.0,0,MSFT,2012-03-02
25.83760402530184,25.869891681354286,25.522808616151554,25.66809844970703,45240000,0.0,0,MSFT,2012-03-05
25.4582382025682,25.81339322864322,25.417878627177597,25.474380493164062,51932900,0.0,0,MSFT,2012-03-06
25.563170382902367,25.764963644043196,25.450166649322835,25.700389862060547,34340400,0.0,0,MSFT,2012-03-07
25.861819895634437,25.999037807688886,25.748814645177692,25.837602615356445,36747400,0.0,0,MSFT,2012-03-08
25.910256351046193,25.958687847534843,25.764966480261965,25.821468353271484,34628400,0.0,0,MSFT,2012-03-09
25.80531872840952,25.990969677487172,25.684243093487733,25.8618221282959,34073600,0.0,0,MSFT,2012-03-12
26.02325690895179,26.38648226821634,25.9506112212748,26.370338439941406,48951700,0.0,0,MSFT,2012-03-13
26.257338361740672,26.53985077704197,26.225053779834926,26.451061248779297,41986900,0.0,0,MSFT,2012-03-14
26.467204218550442,26.588278324781395,26.297698622354666,26.51563262939453,49068300,0.0,0,MSFT,2012-03-15
26.564069477394195,26.596357143883242,26.23312859368487,26.313844680786133,65626400,0.0,0,MSFT,2012-03-16
26.26540762086844,26.321909479078812,25.9506106739477,25.990968704223633,44789200,0.0,0,MSFT,2012-03-19
25.910256351046193,25.950617471013974,25.619675069917164,25.821468353271484,41566800,0.0,0,MSFT,2012-03-20
25.797247375927785,25.950612210827565,25.684243652814594,25.75688934326172,37928600,0.0,0,MSFT,2012-03-21
25.67617123828711,25.90218021967189,25.660028949271236,25.82953453063965,31749500,0.0,0,MSFT,2012-03-22
25.910248297950034,25.91832175108276,25.603523279990515,25.837602615356445,35912200,0.0,0,MSFT,2012-03-23
25.98289475765606,26.32190897960564,25.950610181520137,26.30576515197754,36758300,0.0,0,MSFT,2012-03-26
26.354204765217062,26.39456280717776,26.152411476292343,26.249271392822266,36274900,0.0,0,MSFT,2012-03-27
26.24926921678397,26.394560619094953,25.861826503661664,25.982900619506836,41344800,0.0,0,MSFT,2012-03-28
25.877968911582396,25.982899190385936,25.67617411092484,25.9263973236084,37038500,0.0,0,MSFT,2012-03-29
26.152404993606805,26.16047536834996,25.861822236925768,26.039398193359375,31749400,0.0,0,MSFT,2012-03-30
26.007115840900035,26.20083564251854,25.789178754738664,26.063617706298828,35853600,0.0,0,MSFT,2012-04-02
25.958676778849618,25.982890977208527,25.55509038422875,25.781099319458008,42752100,0.0,0,MSFT,2012-04-03
25.555096283197134,25.579312026705757,25.062720275443695,25.19186782836914,49455900,0.0,0,MSFT,2012-04-04
25.143432558318608,25.530875135077533,25.06271496993718,25.442087173461914,50368600,0.0,0,MSFT,2012-04-05
25.199944477320525,25.345235886548394,24.998151195517494,25.103084564208984,31056400,0.0,0,MSFT,2012-04-09
25.070792813766403,25.175726165354487,24.457341152326283,24.594560623168945,54131300,0.0,0,MSFT,2012-04-10
24.56227925014194,24.642996873216116,24.400844003993598,24.497705459594727,43014000,0.0,0,MSFT,2012-04-11
24.60263335270073,25.054651353717965,24.55420340243473,25.0062198638916,38304000,0.0,0,MSFT,2012-04-12
24.933573259053432,25.151510336639927,24.796353788672345,24.868999481201172,39749200,0.0,0,MSFT,2012-04-13
25.014293158845344,25.175728388051855,24.836715638366535,25.086938858032227,38124800,0.0,0,MSFT,2012-04-16
25.24030013565621,25.514739079431685,25.183798271860137,25.377519607543945,34361500,0.0,0,MSFT,2012-04-17
25.248375537275333,25.27258974535464,25.0546541748382,25.1353702545166,40552900,0.0,0,MSFT,2012-04-18
25.127293547755723,25.57123959914491,24.973931793958954,25.030433654785156,54781200,0.0,0,MSFT,2012-04-19
25.950614571934867,26.547920899627595,25.86989542013801,26.168548583984375,106045000,0.0,0,MSFT,2012-04-20
26.079762172679548,26.233123942629895,25.85375162644859,25.9263973236084,61398200,0.0,0,MSFT,2012-04-23
25.99904252788811,26.249267275388405,25.692317454241795,25.764963150024414,40871100,0.0,0,MSFT,2012-04-24
25.764959731821975,26.087828592709936,25.724601701546042,25.990968704223633,62495500,0.0,0,MSFT,2012-04-25
25.926393891408058,26.015183407195956,25.764960227637566,25.918323516845703,40308100,0.0,0,MSFT,2012-04-26
