Open,High,Low,Close,Volume,Dividends,Stock Splits,Company_name,Date
35.52227793536734,35.54762299783631,34.32433784555268,34.58345413208008,14708000,0.0,0.0,MA,2012-01-03
34.26426233697209,34.43043244340286,33.10011895831568,33.44560623168945,22841000,0.0,0.0,MA,2012-01-04
33.22960011956134,33.40147609521063,32.924352944180015,33.09904861450195,14757000,0.015,0.0,MA,2012-01-05
33.188254078533376,33.24836692678857,32.10064074905176,32.20771026611328,20887000,0.0,0.0,MA,2012-01-06
32.39085267875421,32.66792421085024,32.12974985107352,32.480079650878906,11486000,0.0,0.0,MA,2012-01-09
32.755285096762826,32.99290611899751,32.425617367821005,32.76279830932617,10252000,0.0,0.0,MA,2012-01-10
31.93159490528416,32.45567827796714,31.84424528794426,32.071537017822266,14353000,0.0,0.0,MA,2012-01-11
32.07434460630524,32.388982251929654,31.892135809636272,32.243404388427734,13262000,0.0,0.0,MA,2012-01-12
32.08277979715682,32.49415743046431,31.681731479701448,31.847036361694336,12545000,0.0,0.0,MA,2012-01-13
32.03396337830805,32.59092281325422,31.981367306819685,32.49418258666992,11118000,0.0,0.0,MA,2012-01-17
32.49605311795263,33.29626921420655,32.46600027365484,33.096214294433594,12440000,0.0,0.0,MA,2012-01-18
33.38831063037703,33.43620958782662,32.921517035472654,33.14505386352539,8855000,0.0,0.0,MA,2012-01-19
32.869871874009746,32.87268798519361,31.698663414293836,31.995458602905273,18952000,0.0,0.0,MA,2012-01-20
31.928767896748955,32.29976005239856,31.582196366833635,31.845176696777344,10343000,0.0,0.0,MA,2012-01-23
31.788821602196208,32.36550084436502,31.679871087303248,32.18517303466797,6830000,0.0,0.0,MA,2012-01-24
32.13633670501402,32.86141361724055,32.027386173456776,32.75716018676758,8994000,0.0,0.0,MA,2012-01-25
32.77969693553471,33.3366526308265,32.61157586171806,32.66886901855469,9230000,0.0,0.0,MA,2012-01-26
32.661354304810395,33.03234279488427,32.46036070481952,32.759033203125,7243000,0.0,0.0,MA,2012-01-27
32.58808769000247,33.095266924514654,32.520465225202294,33.05769729614258,8240000,0.0,0.0,MA,2012-01-30
33.377035801334365,33.68510248992883,33.10184522846541,33.39582061767578,10633000,0.0,0.0,MA,2012-01-31
33.64659932691837,33.92742574614971,33.43621150125037,33.5883674621582,14580000,0.0,0.0,MA,2012-02-01
