High_Regress,Low_Regress,Open_Regress,Close_Regress,High_RNN,Low_RNN,Open_RNN,Close_RNN,Target_high,Target_low
215.33229,211.53925,212.80046,213.96184,88.762344,85.67172,87.65404,85.792885,27.26000022888184,26.67250061035156
214.97423,211.18607,212.44606,213.60518,88.76234,85.67158,87.65429,85.792984,27.63999938964844,27.401500701904297
213.98148,210.20685,211.46347,212.61632,88.76313,85.67232,87.65521,85.79384,27.668500900268555,27.280000686645508
215.54817,211.75218,213.01413,214.17686,88.763535,85.67283,87.655464,85.79421,27.14800071716309,26.75
214.3879,210.60771,211.86572,213.02112,88.76269,85.67196,87.65468,85.7934,27.191999435424805,26.948999404907227
213.00014,209.23886,210.49217,211.63881,88.76255,85.6717,87.65478,85.79337,27.48450088500977,27.125
213.92555,210.15167,211.40811,212.5606,88.764336,85.67354,87.65653,85.79518,27.530000686645508,27.125
209.92853,206.2091,207.452,208.57924,88.763435,85.67251,87.655846,85.79436,27.41699981689453,27.112499237060547
210.72466,206.99438,208.23999,209.37225,88.76373,85.67305,87.655716,85.79447,27.670000076293945,27.356000900268555
207.44772,203.7621,204.99658,206.10815,88.7637,85.672874,87.655846,85.794464,27.80349922180176,27.2549991607666
207.74902,204.0593,205.2948,206.40826,88.7637,85.672935,87.65572,85.79442,27.88050079345703,27.46500015258789
210.81508,207.08359,208.32948,209.46233,88.7668,85.676285,87.65849,85.79742,27.91200065612793,27.68099975585937
209.84676,206.12845,207.37106,208.49779,88.764206,85.67356,87.65603,85.79484,27.66650009155273,27.148500442504883
213.09717,209.33458,210.58821,211.73546,88.76399,85.67344,87.65565,85.79456,27.76449966430664,27.32900047302246
212.88367,209.12398,210.37689,211.5228,88.76307,85.67227,87.65511,85.79378,27.788000106811523,27.540000915527344
214.69145,210.90714,212.16617,213.32349,88.765854,85.675354,87.6575,85.796455,27.69700050354004,27.25200080871582
215.68309,211.88527,213.14767,214.31125,88.763695,85.673096,87.65543,85.794304,27.528499603271484,27.179000854492188
216.6981,212.88644,214.15228,215.32228,88.76381,85.67321,87.655556,85.79441,27.93950080871582,27.32749938964844
217.13538,213.31776,214.5851,215.75786,88.763374,85.672585,87.65545,85.79411,27.89949989318848,27.607500076293945
215.60858,211.81178,213.07393,214.23705,88.76655,85.67607,87.65817,85.79715,27.79800033569336,27.45599937438965
211.65779,207.9148,209.16356,210.30171,88.7643,85.67365,87.65619,85.79499,27.66650009155273,27.36899948120117
210.85757,207.12549,208.37154,209.50464,88.76408,85.67346,87.65589,85.79474,27.49349975585937,27.147499084472656
212.5367,208.78174,210.03348,211.17719,88.762794,85.67206,87.65485,85.79356,27.242000579833984,26.9424991607666
214.6112,210.82799,212.08675,213.24356,88.76229,85.67137,87.65468,85.79319,27.73900032043457,27.25550079345703
213.69305,209.92235,211.178,212.32901,88.763405,85.67242,87.65582,85.794266,27.741500854492188,27.458499908447266
212.6356,208.87929,210.13136,211.2757,88.76431,85.673515,87.656425,85.79507,27.4424991607666,27.2814998626709
212.66667,208.90994,210.16211,211.30664,88.76333,85.67255,87.65536,85.79402,27.20249938964844,26.96050071716309
214.25468,210.47632,211.73389,212.88844,88.762566,85.671745,87.65465,85.79328,27.33449935913086,27.078500747680664
213.54459,209.7759,211.03105,212.18114,88.76274,85.6718,87.655045,85.79355,27.417999267578125,27.090499877929688
213.90204,210.12848,211.38484,212.53717,88.7634,85.67248,87.65569,85.79422,27.862499237060547,27.39999961853028
214.72365,210.9389,212.19804,213.35558,88.766785,85.6761,87.65876,85.79751,27.89550018310547,27.613000869750977
216.22299,212.41782,213.68204,214.84903,88.76933,85.67885,87.661064,85.80001,28.280500411987305,27.945499420166016
216.01921,212.2168,213.48035,214.64606,88.77242,85.68203,87.66411,85.80311,28.2450008392334,27.857500076293945
215.66945,211.87181,213.13417,214.29767,88.770195,85.679756,87.66185,85.800835,28.131999969482425,27.840499877929688
216.345,212.53816,213.80281,214.97057,88.76729,85.67681,87.658905,85.79786,28.15699958801269,27.87299919128418
216.78886,212.97598,214.24213,215.4127,88.76658,85.67609,87.65819,85.79714,28.0,27.592500686645508
214.98859,211.20023,212.46027,213.61948,88.76429,85.67372,87.65597,85.79485,27.545000076293945,27.011999130249023
217.61232,213.78822,215.05716,216.23293,88.763054,85.67253,87.65459,85.79354,27.295000076293945,26.97699928283692
217.7346,213.90884,215.17819,216.35474,88.76229,85.67162,87.65405,85.79286,27.29050064086914,26.988000869750977
215.85222,212.05208,213.31506,214.4797,88.76219,85.6714,87.65418,85.792854,27.39999961853028,27.17849922180176
216.41069,212.60297,213.86783,215.03601,88.76247,85.67161,87.65459,85.79319,27.429000854492188,27.104999542236328
216.13358,212.3296,213.59354,214.75996,88.76285,85.67202,87.655,85.79362,27.549999237060547,26.99250030517578
214.30795,210.52887,211.7866,212.94151,88.76244,85.6712,87.65529,85.79349,27.41399955749512,27.059999465942383
214.0823,210.30629,211.56326,212.71674,88.76217,85.67107,87.654854,85.793175,27.444000244140625,27.231000900268555
211.69891,207.95537,209.20427,210.3427,88.76309,85.6721,87.65555,85.79398,27.964500427246094,27.600000381469727
209.00316,205.29633,206.53609,207.65749,88.766335,85.67562,87.65833,85.797066,28.64249992370605,27.934999465942383
210.60622,206.87756,208.12276,209.25427,88.78271,85.69244,87.67457,85.813614,29.48550033569336,28.708499908447266
211.72772,207.9838,209.23279,210.37138,88.97864,85.89054,87.87461,86.014145,29.434499740600582,29.01049995422364
209.30624,205.59529,206.83609,207.9594,89.04346,85.956,87.940735,86.08047,30.225000381469727,29.395999908447266
209.34502,205.63354,206.87447,207.99802,91.45198,88.40073,90.394,88.55973,35.150001525878906,33.900001525878906
210.51593,206.7885,208.0334,209.16434,93.015434,89.988945,91.97929,90.1727,34.88999938964844,34.0885009765625
214.93124,211.14366,212.40352,213.56235,92.884964,89.85385,91.845345,90.03735,35.279998779296875,34.20750045776367
214.7439,210.95888,212.2181,213.37575,92.86918,89.83827,91.827385,90.02236,35.666500091552734,34.58100128173828
214.62854,210.84508,212.1039,213.26083,92.80588,89.77394,91.76206,89.957504,34.80350112915039,33.579498291015625
215.31398,211.52118,212.78233,213.94359,91.83168,88.78401,90.77004,88.954216,33.88949966430664,32.65900039672852
217.35278,213.53221,214.80028,215.97441,91.344406,88.2902,90.27436,88.45339,33.35350036621094,32.57749938964844
217.14162,213.32393,214.59126,215.76407,91.61464,88.564514,90.548805,88.73182,33.20500183105469,32.670501708984375
217.82254,213.99557,215.26523,216.44232,91.76527,88.717606,90.70166,88.88724,33.166500091552734,32.641998291015625
217.511,213.68828,214.95688,216.132,91.80526,88.75821,90.74234,88.92848,33.40250015258789,32.58449935913086
216.86737,213.05342,214.31982,215.49089,91.62399,88.57427,90.55839,88.74157,33.25,32.86000061035156
217.03023,213.21405,214.48102,215.65312,91.45749,88.40501,90.389404,88.56997,33.333499908447266,32.882999420166016
216.51758,212.70839,213.97362,215.14247,91.7073,88.658875,90.643,88.82773,33.400001525878906,33.0255012512207
214.42883,210.6481,211.90625,213.0619,91.48988,88.43815,90.422325,88.603424,33.99549865722656,33.27899932861328
215.66843,211.8708,213.13315,214.29665,91.88712,88.841606,90.82563,89.01308,33.73749923706055,33.0364990234375
215.89449,212.09378,213.3569,214.52182,91.85738,88.8111,90.79564,88.982346,33.439998626708984,32.94350051879883
214.92326,211.13579,212.39561,213.5544,91.654076,88.60459,90.58898,88.77294,33.58100128173828,33.01150131225586
215.74551,211.94685,213.20946,214.37344,91.582596,88.5323,90.51645,88.69943,35.20000076293945,34.215999603271484
215.59544,211.79883,213.06093,214.22395,93.31112,90.288315,92.27909,90.479324,34.79999923706055,34.0255012512207
215.96289,212.16125,213.42459,214.58995,92.671646,89.63705,91.625465,89.81989,34.701499938964844,34.10900115966797
214.44711,210.66612,211.92433,213.08011,92.283745,89.2428,91.23001,89.42053,34.612998962402344,34.14500045776367
214.72327,210.93852,212.19766,213.3552,92.46777,89.43021,91.41687,89.61077,34.73699951171875,34.15299987792969
212.90625,209.14626,210.39925,211.54529,92.67903,89.645325,91.632576,89.82869,34.78799819946289,34.26599884033203
212.7277,208.97014,210.22253,211.36745,92.43489,89.39684,91.383514,89.576996,35.0099983215332,34.34000015258789
215.22362,211.43205,212.69289,213.85358,92.557915,89.52219,91.50902,89.703835,34.80799865722656,33.763999938964844
215.43248,211.63806,212.89961,214.06161,91.879265,88.832634,90.818054,89.00471,33.644500732421875,32.154998779296875
213.95697,210.18266,211.43921,212.59189,90.74689,87.68547,89.666084,87.84063,31.38400077819824,29.65449905395508
213.94598,210.17183,211.42834,212.58096,90.58468,87.521645,89.500175,87.67479,32.349998474121094,30.583499908447266
214.65318,210.8694,212.12831,213.28539,91.13,88.07413,90.05406,88.235756,33.124000549316406,31.51849937438965
215.61032,211.81349,213.07565,214.23877,92.324554,89.28543,91.268936,89.4652,33.69900131225586,32.55500030517578
218.1056,214.27478,215.54538,216.72427,92.04864,89.00494,90.98916,89.18014,33.349998474121094,32.6875
217.60306,213.77907,215.04797,216.2237,91.54456,88.493614,90.47682,88.66091,33.22050094604492,32.317501068115234
219.05461,215.21085,216.48468,217.66956,91.05221,87.99438,89.97684,88.15391,32.22200012207031,31.25300025939941
218.76233,214.92256,216.19539,217.37843,90.643234,87.5797,89.561646,87.73278,32.25299835205078,31.53199958801269
216.59529,212.78503,214.05054,215.21988,91.18736,88.13184,90.11393,88.29354,32.5625,31.69050025939941
216.31264,212.50624,213.77077,214.93834,90.91835,87.85854,89.84141,88.01567,31.725000381469727,31.325000762939453
216.3826,212.57526,213.84003,215.00803,90.72715,87.664604,89.64724,87.8187,32.25199890136719,31.645000457763672
212.27065,208.5193,209.77014,210.91217,91.29525,88.24141,90.22347,88.40471,32.86800003051758,32.04499816894531
213.82869,210.05614,211.31224,212.46411,91.32054,88.26679,90.24928,88.43044,32.744998931884766,32.084999084472656
215.26994,211.47775,212.73875,213.89972,91.336266,88.28289,90.265045,88.446915,32.765499114990234,32.37049865722656
214.81758,211.03154,212.29102,213.44913,91.46771,88.41641,90.398155,88.58271,32.79600143432617,32.474998474121094
214.25017,210.47186,211.7294,212.88394,91.52118,88.470634,90.45246,88.63777,33.442501068115234,32.66699981689453
215.43704,211.64256,212.90413,214.06616,92.025345,88.98235,90.9652,89.15715,33.403499603271484,33.11000061035156
211.19945,207.4627,208.70992,209.84517,91.94535,88.90108,90.884735,89.07411,34.0994987487793,33.25
212.65558,208.899,210.15114,211.29561,92.13718,89.096,91.08003,89.27187,33.492000579833984,33.00149917602539
215.53758,211.74174,213.00365,214.16632,91.58004,88.5295,90.513885,88.69673,33.45000076293945,32.900001525878906
218.41739,214.58232,215.85397,217.03484,91.390114,88.33706,90.3212,88.50111,32.941001892089844,32.25149917602539
219.54169,215.6913,216.96678,218.15474,90.82986,87.76822,89.75283,87.92315,33.013999938964844,32.5364990234375
219.2228,215.37675,216.65115,217.8371,90.82894,87.76751,89.751465,87.92269,32.8385009765625,32.10850143432617
220.42247,216.56009,217.83855,219.03207,90.71268,87.64888,89.63532,87.800896,32.92900085449219,31.982999801635746
220.0873,216.22946,217.50679,218.6982,90.13425,87.06157,89.04884,87.204094,32.14250183105469,30.89200019836425
221.0668,217.19563,218.47629,219.67387,89.83598,86.75947,88.74539,86.89776,31.733999252319336,30.901500701904297
219.32336,215.47595,216.75069,217.93727,89.92778,86.85255,88.83862,86.99218,31.965499877929688,31.457500457763672
221.54562,217.66794,218.9502,220.15082,90.49608,87.42931,89.41504,87.57813,32.19200134277344,31.55599975585937
220.64755,216.78209,218.06133,219.25627,90.50546,87.43849,89.42534,87.58692,32.849998474121094,31.674999237060547
218.56993,214.73277,216.00496,217.18678,90.87909,87.81827,89.80396,87.97307,33.6515007019043,32.79349899291992
215.76057,211.96169,213.22435,214.38843,91.63194,88.58364,90.56539,88.75254,33.939998626708984,33.15399932861328
217.41246,213.59108,214.85934,216.03386,91.85036,88.80534,90.78592,88.97869,33.9370002746582,32.90549850463867
218.99855,215.15556,216.4292,217.61372,91.70252,88.65507,90.63577,88.826355,33.59450149536133,32.7244987487793
218.71936,214.88017,216.15286,217.33563,91.5743,88.52514,90.505135,88.69477,33.704498291015625,33.11800003051758
219.71333,215.8606,217.13666,218.3257,91.95799,88.914925,90.8941,89.09083,33.89899826049805,33.36199951171875
218.89598,215.05438,216.32767,217.51155,92.10021,89.059555,91.03861,89.237206,34.42300033569336,33.65549850463867
219.42865,215.5798,216.85489,218.04213,92.38556,89.348946,91.329575,89.53054,34.50199890136719,33.94499969482422
220.72528,216.85876,218.13826,219.3337,92.256355,89.21749,91.197876,89.39752,34.70800018310547,34.21950149536133
218.12224,214.29118,215.56184,216.74084,92.52857,89.49329,91.47608,89.676834,34.81100082397461,34.45500183105469
217.79208,213.96553,215.23508,216.41199,92.49031,89.454346,91.43724,89.63751,35.012001037597656,34.61050033569336
219.64738,215.79555,217.07138,218.26001,92.29649,89.25798,91.240135,89.437805,34.900001525878906,33.68399810791016
216.01118,212.2089,213.47241,214.63806,91.07333,88.01438,90.00145,88.17275,34.244998931884766,33.53499984741211
216.45056,212.64227,213.90727,215.07571,92.10688,89.06641,91.044655,89.24443,34.40250015258789,33.584999084472656
215.8645,212.06421,213.32722,214.49196,92.63728,89.60265,91.58638,89.787964,37.625,35.89699935913086
217.1088,213.29155,214.55878,215.73137,93.99845,90.9879,92.98258,91.191895,36.747501373291016,36.000999450683594
219.18239,215.3369,216.61116,217.79684,94.13818,91.13858,93.13155,91.3443,36.79800033569336,36.20700073242188
217.58443,213.7607,215.02954,216.20514,94.34195,91.33829,93.335625,91.54561,36.868499755859375,36.36349868774414
216.07474,212.27158,213.53531,214.70137,94.346306,91.33911,93.337875,91.54588,37.339500427246094,36.757999420166016
210.95332,207.21994,208.46631,209.60002,94.4133,91.408905,93.40796,91.61611,37.31549835205078,36.82649993896485
205.90648,202.24185,203.47112,204.57295,93.89334,90.876724,92.87248,91.07738,37.40900039672852,36.5724983215332
197.72862,194.1754,195.37695,196.42712,94.10774,91.09824,93.09468,91.30063,37.584999084472656,37.05799865722656
196.11896,192.58766,193.78377,194.82378,94.128586,91.121216,93.11722,91.324356,37.994998931884766,37.459999084472656
202.69217,199.07133,200.2897,201.37123,94.07394,91.065636,93.06166,91.26934,38.317501068115234,37.87350082397461
207.84447,204.15344,205.38927,206.50334,94.420265,91.41819,93.41528,91.627525,38.1510009765625,37.75149917602539
207.67369,203.98499,205.22025,206.33324,94.41286,91.40957,93.40726,91.61832,38.165000915527344,37.45550155639648
205.08443,201.43098,202.65747,203.7541,94.23693,91.227684,93.22558,91.4332,38.02999877929688,37.420501708984375
199.65878,196.07927,197.28735,198.34973,94.37031,91.36418,93.362595,91.57175,38.45399856567383,37.98749923706055
203.24991,199.62146,200.84172,201.92677,94.59974,91.60111,93.60027,91.81181,38.290000915527344,37.792999267578125
203.15584,199.52869,200.74863,201.83308,94.403275,91.39608,93.39564,91.603905,37.76649856567383,36.9734992980957
200.16608,196.57965,197.78947,198.85504,93.9302,90.91207,92.90868,91.11472,37.58549880981445,36.71649932861328
205.2545,201.59875,202.82582,203.92352,94.16601,91.15419,93.15158,91.359146,37.747501373291016,37.20249938964844
202.8246,199.20195,200.42078,201.50314,94.090256,91.07616,93.07296,91.280594,38.05500030517578,37.36949920654297
203.24045,199.61214,200.83237,201.91736,94.43122,91.42604,93.42477,91.63446,38.1614990234375,37.86149978637695
204.65295,201.0054,202.23042,203.32434,94.47931,91.47478,93.47396,91.68395,38.96599960327149,38.20500183105469
203.72318,200.08829,201.31015,202.3982,94.968285,91.97933,93.98129,92.194244,39.14500045776367,38.67549896240234
206.71973,203.044,204.27603,205.383,94.9251,91.931175,93.93358,92.14598,38.79949951171875,37.90549850463867
207.9658,204.27312,205.50937,206.6242,94.679115,91.675514,93.67709,91.887695,38.650001525878906,38.32649993896485
207.6125,203.92462,205.15967,206.27228,94.59411,91.59002,93.59214,91.79954,38.70000076293945,38.34999847412109
204.64012,200.99275,202.21773,203.31155,94.6831,91.682365,93.684555,91.893196,38.75149917602539,38.055999755859375
205.07877,201.4254,202.65187,203.74847,94.77402,91.77308,93.77539,91.98617,39.25,38.29750061035156
201.80214,198.19342,199.40878,200.48468,95.273476,92.291115,94.29576,92.50843,39.65250015258789,38.82149887084961
201.13705,197.5374,198.7505,199.8222,95.07777,92.08284,94.087654,92.29983,39.2239990234375,38.122501373291016
199.15741,195.58473,196.79112,197.85033,94.76143,91.7579,93.761116,91.97102,39.12099838256836,38.2755012512207
197.67368,194.1212,195.32257,196.37239,95.047356,92.052666,94.057816,92.267685,39.04999923706055,38.33599853515625
191.66335,188.19276,189.37375,190.38562,94.93884,91.939125,93.94417,92.153564,38.932498931884766,38.1259994506836
192.35725,188.87721,190.06056,191.0768,94.90639,91.90665,93.91106,92.12067,38.804500579833984,37.60049819946289
197.00015,193.45685,194.65593,195.7015,94.51732,91.50781,93.50992,91.71769,38.30350112915039,37.75
197.099,193.55435,194.75377,195.79997,94.36479,91.35304,93.35394,91.56084,37.87200164794922,37.432498931884766
200.68288,197.0894,198.30096,199.3698,93.980354,90.96162,92.95986,91.16502,38.20750045776367,36.8129997253418
203.54836,199.91585,201.13713,202.22406,94.23258,91.21875,93.21869,91.424805,38.73749923706055,37.900001525878906
201.18605,197.58572,198.799,199.87102,94.0791,91.06217,93.061485,91.2663,39.07500076293945,37.852500915527344
202.61539,198.99559,200.2137,201.29475,94.41049,91.401215,93.402596,91.60916,39.079498291015625,38.46500015258789
204.24576,200.60376,201.8274,202.91873,94.23738,91.22392,93.22433,91.42992,38.70700073242188,37.829498291015625
204.1469,200.50623,201.72954,202.82025,93.745895,90.72339,92.720436,90.923256,38.317501068115234,37.70750045776367
204.88164,201.23097,202.45677,203.55212,94.011536,90.99344,92.99171,91.19689,38.516998291015625,38.060001373291016
203.44617,199.81505,201.03598,202.12227,94.167435,91.152985,93.15252,91.357925,38.595001220703125,37.88249969482422
201.86984,198.2602,199.47578,200.55212,94.43404,91.42451,93.42465,91.63387,38.459999084472656,38.21950149536133
204.95412,201.30246,202.5285,203.62431,94.33558,91.323555,93.324066,91.53134,39.14099884033203,38.38650131225586
205.2851,201.62892,202.8561,203.954,95.12424,92.13383,94.1387,92.35133,39.93450164794922,39.310001373291016
205.59743,201.937,203.16522,204.26509,95.43324,92.45522,94.46147,92.67422,39.823001861572266,39.36000061035156
203.58301,199.95003,201.17142,202.25858,95.160355,92.16564,94.1723,92.3828,39.416500091552734,38.86600112915039
199.78485,196.20361,197.41214,198.4753,94.47639,91.46696,93.46864,91.67606,38.11000061035156,37.37699890136719
200.24625,196.65872,197.8688,198.93489,93.675934,90.65357,92.64933,90.851906,38.459999084472656,37.782501220703125
201.90402,198.29391,199.50961,200.58617,93.753105,90.73126,92.72794,90.93112,38.2864990234375,37.400001525878906
202.13069,198.5175,199.73398,200.81195,93.919106,90.89996,92.89557,91.1025,37.76549911499024,36.76399993896485
202.23386,198.61925,199.83607,200.9147,93.37251,90.34677,92.33581,90.54126,37.50600051879883,36.44599914550781
204.74258,201.09381,202.31914,203.41362,93.14174,90.11247,92.10068,90.3042,36.75400161743164,35.97800064086914
205.17996,201.52524,202.75203,203.84927,93.102684,90.07233,92.061485,90.26387,37.41699981689453,36.82149887084961
203.92601,200.28836,201.51091,202.60023,93.38704,90.36057,92.35171,90.555695,37.650001525878906,35.8390007019043
206.07112,202.40425,203.63408,204.73694,92.89548,89.8641,91.848366,90.0514,36.99449920654297,35.25
205.50949,201.85027,203.07819,204.1775,93.09704,90.06694,92.055534,90.25816,36.20800018310547,35.07550048828125
204.9002,201.24928,202.47514,203.57062,92.69484,89.66393,91.64003,89.84507,36.26750183105469,35.49250030517578
204.90656,201.25554,202.48141,203.57693,92.91002,89.87816,91.86413,90.06645,36.34749984741211,34.388999938964844
204.30824,200.66539,201.88924,202.98097,92.77303,89.740906,91.722595,89.92558,36.88349914550781,35.55550003051758
203.4278,199.79692,201.01779,202.10397,92.92492,89.89402,91.87844,90.0817,37.428001403808594,37.025001525878906
204.38408,200.74019,201.9643,203.05652,93.46615,90.443214,92.431694,90.63869,37.62300109863281,36.625
203.11569,199.48909,200.7089,201.79309,93.21248,90.18694,92.16988,90.376724,36.97299957275391,36.3484992980957
200.74069,197.14644,198.3582,199.4274,93.091,90.06194,92.048065,90.25217,36.79449844360352,35.67250061035156
198.2246,194.66463,195.86786,196.92116,92.808365,89.77725,91.7579,89.9619,37.55799865722656,36.52999877929688
200.4136,196.8238,198.03445,199.1016,93.72184,90.701096,92.69461,90.90101,38.25550079345703,37.209999084472656
200.968,197.37064,198.58318,199.65381,93.88911,90.872246,92.86528,91.07434,38.87950134277344,38.06900024414063
203.6586,200.0246,201.24625,202.33388,94.14642,91.132454,93.12944,91.338234,40.51750183105469,39.02999877929688
203.26991,199.6412,200.86154,201.94672,94.24085,91.228516,93.22508,91.43552,39.57149887084961,36.8129997253418
200.93488,197.33798,198.5504,199.62082,93.22823,90.20504,92.182816,90.392235,37.262001037597656,36.130001068115234
201.58382,197.97807,199.1927,200.26723,92.7105,89.679184,91.65688,89.86155,36.33599853515625,35.00699996948242
203.24567,199.61728,200.83754,201.92256,92.44365,89.412155,91.38078,89.58702,35.22600173950195,34.10049819946289
203.57787,199.94495,201.16632,202.25345,92.506226,89.47066,91.45096,89.65237,36.04800033569336,34.42499923706055
203.94348,200.30559,201.5282,202.61763,92.49567,89.4605,91.43937,89.641266,36.1609992980957,35.269500732421875
203.15804,199.53084,200.7508,201.83527,92.68423,89.651115,91.632095,89.83464,35.61600112915039,34.55950164794922
205.1189,201.46498,202.69159,203.78844,92.54895,89.514626,91.49353,89.695595,35.79999923706055,35.07899856567383
203.0704,199.44441,200.66406,201.74799,92.52896,89.49456,91.4728,89.675125,36.14400100708008,35.50899887084961
198.62834,195.06285,196.26746,197.32332,92.77871,89.74686,91.728615,89.93177,36.6879997253418,35.830501556396484
201.27386,197.67235,198.88593,199.95848,93.151115,90.12447,92.10891,90.31472,36.79999923706055,35.77750015258789
199.27719,195.70287,196.90967,197.96962,92.82769,89.800476,91.772835,89.98097,36.20149993896485,35.65599822998047
198.56715,195.0025,196.2069,197.26236,92.87314,89.84232,91.82472,90.028694,36.74250030517578,36.17250061035156
197.82246,194.26796,195.46983,196.5206,93.06353,90.03519,92.01951,90.2245,36.54499816894531,35.78350067138672
199.1848,195.61172,196.81822,197.8776,92.79216,89.76189,91.74027,89.94527,36.06100082397461,35.10100173950195
195.22589,191.70677,192.89984,193.9342,92.76404,89.73164,91.71379,89.91686,36.47549819946289,35.6614990234375
195.85661,192.3289,193.52411,194.56245,92.96494,89.93505,91.919136,90.1232,36.80799865722656,36.09700012207031
197.43225,193.88307,195.08362,196.13191,92.99111,89.962616,91.94414,90.149574,36.52999877929688,35.84199905395508
200.973,197.37558,198.58812,199.6588,92.72394,89.69291,91.67038,89.87515,37.11650085449219,35.93199920654297
197.3903,193.84169,195.0421,196.09013,93.450935,90.426796,92.41701,90.62274,37.15599822998047,36.66249847412109
194.1663,190.66162,191.8511,192.87877,93.425865,90.40248,92.38984,90.5971,37.04999923706055,36.48149871826172
195.34529,191.82454,193.01802,194.05315,93.161285,90.13335,92.119774,90.32471,36.75,36.28099822998047
195.72514,192.1992,193.39397,194.43149,93.02464,89.99418,91.98134,90.18437,36.36050033569336,35.25699996948242
198.2259,194.66591,195.86916,196.92247,92.61387,89.579,91.561386,89.76301,36.11249923706055,35.20000076293945
198.23369,194.67358,195.87685,196.9302,92.733406,89.7001,91.683235,89.88557,36.3120002746582,35.632999420166016
198.231,194.67093,195.87419,196.92754,93.067375,90.03844,92.02445,90.22856,36.82699966430664,36.16450119018555
