Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company_name
2017-01-03 00:00:00-05:00,80.34618630903049,80.59959073843449,78.60504118168511,79.55326843261719,1006100,0.0,0.0,MAA
2017-01-04 00:00:00-05:00,79.86385808624536,80.65677561186983,79.5368871877599,80.28075408935547,890100,0.0,0.0,MAA
2017-01-05 00:00:00-05:00,80.19902934033902,80.64044763611689,79.02191388493137,80.17450714111328,897900,0.0,0.0,MAA
2017-01-06 00:00:00-05:00,80.23990898695774,80.50965943234873,79.64317507563725,80.10911560058594,933800,0.0,0.0,MAA
2017-01-09 00:00:00-05:00,80.06823290164137,80.10910738983613,78.89929363618397,79.61864471435547,991100,0.0,0.0,MAA
2017-01-10 00:00:00-05:00,79.38160779873053,80.13365118626791,78.96471160575031,79.70040893554688,743500,0.0,0.0,MAA
2017-01-11 00:00:00-05:00,79.42822061655386,79.98908471361725,78.16627167861907,78.33948516845703,907900,0.87,0.0,MAA
2017-01-12 00:00:00-05:00,78.13328583354276,79.35398598253909,77.861100396219,79.2715072631836,670200,0.0,0.0,MAA
2017-01-13 00:00:00-05:00,79.13953507841164,79.24676307539902,78.24875611306295,78.4549560546875,404700,0.0,0.0,MAA
2017-01-17 00:00:00-05:00,78.49618047593431,79.81585864554903,78.49618047593431,79.76637268066406,843700,0.0,0.0,MAA
2017-01-18 00:00:00-05:00,79.90660328692105,80.19528825445327,79.23026769477276,79.44471740722656,638100,0.0,0.0,MAA
2017-01-19 00:00:00-05:00,79.3209991529735,79.62617735934793,78.05905640380698,78.5704345703125,508700,0.0,0.0,MAA
2017-01-20 00:00:00-05:00,78.64462524293339,79.15600316044608,77.69610462962584,79.07352447509766,495700,0.0,0.0,MAA
2017-01-23 00:00:00-05:00,79.3292367906072,79.74988640695541,78.89209394876723,79.13128662109375,403300,0.0,0.0,MAA
2017-01-24 00:00:00-05:00,79.12303923803276,79.79937477250947,78.73538235374929,79.7168960571289,1032800,0.0,0.0,MAA
2017-01-25 00:00:00-05:00,79.8571020019849,79.92308748435441,78.89208792003798,79.74163055419922,1029000,0.0,0.0,MAA
2017-01-26 00:00:00-05:00,79.70863201525188,80.31073848581494,79.32097520043035,79.84884643554688,698100,0.0,0.0,MAA
2017-01-27 00:00:00-05:00,80.20351946848302,80.40147592330005,78.70238429609267,78.95807647705078,502700,0.0,0.0,MAA
2017-01-30 00:00:00-05:00,78.78485998499842,79.6756451193524,77.8858313848848,78.19100952148438,619600,0.0,0.0,MAA
2017-01-31 00:00:00-05:00,78.2734839490988,79.51068335938155,78.05903428935441,78.3147201538086,1000600,0.0,0.0,MAA
2017-02-01 00:00:00-05:00,78.33122213383163,78.56216502418009,76.94555849901911,77.3497085571289,824700,0.0,0.0,MAA
2017-02-02 00:00:00-05:00,77.19300118433165,80.66541347160538,76.29397252855593,80.54994201660156,1624200,0.0,0.0,MAA
2017-02-03 00:00:00-05:00,80.98709575562923,81.4654748653109,80.22827514422997,80.81388854980469,1054400,0.0,0.0,MAA
