Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company_name
2017-01-03 00:00:00-05:00,63.31803776382374,63.97760145340985,62.5332457031862,63.384830474853516,1270600,0.0,0.0,EMN
2017-01-04 00:00:00-05:00,63.677037744527595,64.57872019355233,63.60190072529382,64.4367904663086,980600,0.0,0.0,EMN
2017-01-05 00:00:00-05:00,64.51193863690462,65.13810605090333,64.14459141875764,64.68727111816406,2053800,0.0,0.0,EMN
2017-01-06 00:00:00-05:00,64.80415330982106,65.0379214517697,64.26147362618076,64.70396423339844,1112200,0.0,0.0,EMN
2017-01-09 00:00:00-05:00,64.55367026571366,65.39691063207715,63.894106649419726,63.960899353027344,1233300,0.0,0.0,EMN
2017-01-10 00:00:00-05:00,64.13624657254597,64.81250540289624,63.91082908566419,64.56204223632812,1021700,0.0,0.0,EMN
2017-01-11 00:00:00-05:00,64.77910769979506,66.08154034388042,64.65387930395444,66.0147476196289,1656700,0.0,0.0,EMN
2017-01-12 00:00:00-05:00,65.71417155688961,66.14831779457587,64.27816016557907,65.38856506347656,1367400,0.0,0.0,EMN
2017-01-13 00:00:00-05:00,65.38858210398278,65.67244800563158,64.78746030727234,65.02957916259766,857900,0.0,0.0,EMN
2017-01-17 00:00:00-05:00,64.95445623406793,65.03794397514746,64.16965745456633,64.2364501953125,1475900,0.0,0.0,EMN
2017-01-18 00:00:00-05:00,64.4618625404924,64.73737779659655,64.13625591771692,64.4451675415039,1265800,0.0,0.0,EMN
2017-01-19 00:00:00-05:00,64.5620327743225,64.70396251821415,63.30969801590546,63.46832275390625,1933400,0.0,0.0,EMN
2017-01-20 00:00:00-05:00,63.869086187604175,64.7958146144125,63.4683361774822,64.0694580078125,2367000,0.0,0.0,EMN
2017-01-23 00:00:00-05:00,64.2030450914331,64.61213942586836,63.65201460979313,64.0945053100586,1018600,0.0,0.0,EMN
2017-01-24 00:00:00-05:00,64.51194259634276,65.58060706570845,64.29487579902113,65.30509185791016,1293900,0.0,0.0,EMN
2017-01-25 00:00:00-05:00,65.5973117919672,66.34036343615952,65.18821744588176,66.28192138671875,1630400,0.0,0.0,EMN
2017-01-26 00:00:00-05:00,66.28191530653172,67.19194870115092,65.84777531761137,67.03331756591797,2245600,0.0,0.0,EMN
2017-01-27 00:00:00-05:00,63.94422792605368,65.50547466279795,62.43307892531843,64.87095642089844,3752300,0.0,0.0,EMN
2017-01-30 00:00:00-05:00,64.27817631968861,64.9126944736234,63.969271110701804,64.80416107177734,1359100,0.0,0.0,EMN
2017-01-31 00:00:00-05:00,64.78745194556522,65.60564681208963,64.1278881909506,64.70396423339844,1626800,0.0,0.0,EMN
2017-02-01 00:00:00-05:00,64.95444980265475,65.60566303618465,64.75407160025654,65.37189483642578,1377700,0.0,0.0,EMN
2017-02-02 00:00:00-05:00,65.02122787546946,65.42197785945588,64.42011245404719,64.80416107177734,1151000,0.0,0.0,EMN
2017-02-03 00:00:00-05:00,64.91271380300434,65.69751263841437,64.77078399608753,65.03794860839844,1012800,0.0,0.0,EMN
2017-02-06 00:00:00-05:00,64.97949594930286,65.6474041862801,64.76242274667501,65.49712371826172,962300,0.0,0.0,EMN
2017-02-07 00:00:00-05:00,65.09635508687963,65.72252240188278,64.64551385571296,64.86258697509766,1104100,0.0,0.0,EMN
2017-02-08 00:00:00-05:00,64.81249326769658,65.01287140707905,64.40339904677221,64.99617004394531,711300,0.0,0.0,EMN
2017-02-09 00:00:00-05:00,64.99620137202355,65.76429883410043,64.99620137202355,65.52218627929688,665100,0.0,0.0,EMN
2017-02-10 00:00:00-05:00,65.88950525437569,66.37374289478991,65.85610889610187,66.2568588256836,789500,0.0,0.0,EMN
2017-02-13 00:00:00-05:00,66.49063346396794,67.13350227660312,66.3904443793521,66.8412857055664,916700,0.0,0.0,EMN
2017-02-14 00:00:00-05:00,66.45723387823327,67.32552012699806,66.43218820072057,67.27542877197266,812300,0.0,0.0,EMN
2017-02-15 00:00:00-05:00,67.10011247502497,67.55929815923716,66.84964292385084,67.5259017944336,1358700,0.0,0.0,EMN
2017-02-16 00:00:00-05:00,67.50919503576017,67.69287182532787,67.11679577981172,67.29212188720703,917600,0.0,0.0,EMN
2017-02-17 00:00:00-05:00,67.31717961867169,67.31717961867169,66.52403665227654,66.99992370605469,878800,0.0,0.0,EMN
2017-02-21 00:00:00-05:00,66.98322937287338,67.6678389371998,66.92478732602987,67.5676498413086,1046700,0.0,0.0,EMN
2017-02-22 00:00:00-05:00,67.18359787572085,68.00178649110725,67.08340878477954,67.17524719238281,996000,0.0,0.0,EMN
2017-02-23 00:00:00-05:00,67.56762947992002,67.80139759684849,66.71604471543725,66.90806579589844,728800,0.0,0.0,EMN
2017-02-24 00:00:00-05:00,66.32366001302118,66.99156815468987,66.24851660488186,66.9247817993164,643700,0.0,0.0,EMN
2017-02-27 00:00:00-05:00,66.99991194284051,67.38396051796144,66.60751268551793,66.76614379882812,803400,0.0,0.0,EMN
2017-02-28 00:00:00-05:00,66.43219824104695,67.1418534798803,66.29026846722135,66.99992370605469,983600,0.0,0.0,EMN
2017-03-01 00:00:00-05:00,67.79305456272891,68.54445671597453,67.76800888590475,68.01847839355469,1434400,0.0,0.0,EMN
2017-03-02 00:00:00-05:00,67.92665743060319,68.22721836903375,66.52404184116249,66.54908752441406,1410100,0.0,0.0,EMN
2017-03-03 00:00:00-05:00,66.62421890175284,67.16689225999934,66.54907549587423,67.08340454101562,1133700,0.0,0.0,EMN
2017-03-06 00:00:00-05:00,66.44887980461742,66.84127905150189,66.13997463811997,66.39878845214844,836800,0.0,0.0,EMN
2017-03-07 00:00:00-05:00,66.35705379606709,66.48228218858989,65.88116679536665,65.88951110839844,980500,0.0,0.0,EMN
2017-03-08 00:00:00-05:00,65.89784832131816,66.19005846031664,65.37187007112092,65.38856506347656,914700,0.0,0.0,EMN
2017-03-09 00:00:00-05:00,65.1214143248227,65.39692952954145,64.50359756218143,64.73736572265625,1175600,0.0,0.0,EMN
2017-03-10 00:00:00-05:00,65.03793149372518,65.38023307737213,64.66222717640913,64.81250762939453,1386100,0.0,0.0,EMN
2017-03-13 00:00:00-04:00,65.13186062000847,65.56887157328684,64.45112967692621,65.2411117553711,2277600,0.51,0.0,EMN
2017-03-14 00:00:00-04:00,64.97217512860827,65.14866067671431,64.4259130847775,64.96377563476562,851300,0.0,0.0,EMN
2017-03-15 00:00:00-04:00,65.77898844845484,66.32525706601014,65.16549180109722,66.0899429321289,997400,0.0,0.0,EMN
2017-03-16 00:00:00-04:00,66.32523724506166,66.67820834039996,65.66971766462558,66.3000259399414,970800,0.0,0.0,EMN
2017-03-17 00:00:00-04:00,66.64460453428494,67.0479982821907,66.3420560174416,66.53534698486328,1355700,0.0,0.0,EMN
2017-03-20 00:00:00-04:00,66.53534760733302,66.75385629639257,66.03110221181936,66.2496109008789,994500,0.0,0.0,EMN
2017-03-21 00:00:00-04:00,66.31684152844753,66.54374969928121,64.879732936466,65.1318588256836,1176400,0.0,0.0,EMN
2017-03-22 00:00:00-04:00,65.0562221587518,65.56886699801103,64.57718170710223,65.40078735351562,1261500,0.0,0.0,EMN
2017-03-23 00:00:00-04:00,65.39237905852639,65.9554593118506,64.92175094167244,65.5772705078125,854000,0.0,0.0,EMN
2017-03-24 00:00:00-04:00,65.5856766573595,65.96385905097783,64.54356878966438,64.86292266845703,816800,0.0,0.0,EMN
2017-03-27 00:00:00-04:00,64.32508437213457,65.68655304355497,63.88806688716176,65.49325561523438,954500,0.0,0.0,EMN
2017-03-28 00:00:00-04:00,65.4932294160317,67.417771373381,65.4932294160317,67.09001159667969,2743300,0.0,0.0,EMN
2017-03-29 00:00:00-04:00,67.14885573056543,67.96405561521587,67.00598736632301,67.6194839477539,1436900,0.0,0.0,EMN
2017-03-30 00:00:00-04:00,67.61946868656202,68.75402226084057,67.46819444920307,68.1405258178711,1927700,0.0,0.0,EMN
2017-03-31 00:00:00-04:00,67.93041607460954,68.32541023215849,67.60265632937242,67.90520477294922,1583300,0.0,0.0,EMN
2017-04-03 00:00:00-04:00,67.938816203853,68.23296515751677,66.7370347346074,67.19925689697266,969300,0.0,0.0,EMN
2017-04-04 00:00:00-04:00,67.19087486127334,67.83799509502472,66.93875534091845,67.44300079345703,835700,0.0,0.0,EMN
2017-04-05 00:00:00-04:00,67.95562651566789,68.14891743383346,66.82947256509908,66.99755859375,1076600,0.0,0.0,EMN
2017-04-06 00:00:00-04:00,67.08160302927443,67.644676837485,66.95554010204735,67.40936279296875,827600,0.0,0.0,EMN
2017-04-07 00:00:00-04:00,67.11523720651809,67.65309984764001,66.87992310250581,67.51863098144531,673000,0.0,0.0,EMN
2017-04-10 00:00:00-04:00,67.62788806925671,67.84639676939376,67.33374544128094,67.5102310180664,493100,0.0,0.0,EMN
2017-04-11 00:00:00-04:00,67.47661458957735,67.79596853056135,66.77907176949887,67.37576293945312,681700,0.0,0.0,EMN
2017-04-12 00:00:00-04:00,67.36735570015678,67.39256700683264,65.74536204845681,66.13195037841797,1127800,0.0,0.0,EMN
2017-04-13 00:00:00-04:00,65.97228981987365,66.4093008930168,65.3671926325757,65.49325561523438,585100,0.0,0.0,EMN
2017-04-17 00:00:00-04:00,65.63611145102445,66.01430032667497,65.45962587378558,65.79579162597656,607700,0.0,0.0,EMN
2017-04-18 00:00:00-04:00,65.49324209423678,66.28323063809803,65.22431077893928,66.1739730834961,985700,0.0,0.0,EMN
2017-04-19 00:00:00-04:00,66.47649291092596,66.81265851285258,65.93022460927337,66.03948211669922,1024800,0.0,0.0,EMN
2017-04-20 00:00:00-04:00,66.5269422822084,67.207673185902,66.2580045888872,66.93033599853516,828600,0.0,0.0,EMN
2017-04-21 00:00:00-04:00,67.09843207968132,67.1572670233766,66.45972413708512,66.65301513671875,643300,0.0,0.0,EMN
2017-04-24 00:00:00-04:00,67.4598012039561,68.6952066389303,67.45140170884609,68.2666015625,1388700,0.0,0.0,EMN
2017-04-25 00:00:00-04:00,68.81283249277435,69.24144378672403,68.50188460713424,68.60272979736328,1080300,0.0,0.0,EMN
2017-04-26 00:00:00-04:00,68.46828839268713,68.69519655207759,68.11531729504536,68.44307708740234,929900,0.0,0.0,EMN
2017-04-27 00:00:00-04:00,68.21616181297499,68.83807059211654,67.86319071897184,68.62796783447266,1450400,0.0,0.0,EMN
