Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company_name
2015-01-02 00:00:00-05:00,54.6643976896022,54.80827264725964,53.54537091873373,54.29671859741211,1638100,0.0,0.0,ETN
2015-01-05 00:00:00-05:00,53.6412914927749,53.66526963686752,51.91479193963976,52.05067825317383,3206200,0.0,0.0,ETN
2015-01-06 00:00:00-05:00,52.026700211683284,52.15459179302741,50.811760679945344,51.46718978881836,3241700,0.0,0.0,ETN
2015-01-07 00:00:00-05:00,52.202545239650384,52.41036599889632,51.43521408805685,51.619056701660156,3120800,0.0,0.0,ETN
2015-01-08 00:00:00-05:00,52.11461326346977,53.489416984715284,52.11461326346977,53.46543884277344,3445900,0.0,0.0,ETN
2015-01-09 00:00:00-05:00,53.625299308230296,53.745196120885275,52.63416411347917,52.80201721191406,2810800,0.0,0.0,ETN
2015-01-12 00:00:00-05:00,52.71410393821747,52.913929966941886,51.90681117287948,52.338436126708984,2848300,0.0,0.0,ETN
2015-01-13 00:00:00-05:00,52.554240001687646,53.22565246012176,51.667012040038436,52.32244110107422,3575900,0.0,0.0,ETN
2015-01-14 00:00:00-05:00,51.16344212096201,51.619045080215756,50.60392880547955,51.3472785949707,2394500,0.0,0.0,ETN
2015-01-15 00:00:00-05:00,51.57908197153648,51.68299538598144,50.819745672249056,51.211402893066406,3635900,0.0,0.0,ETN
2015-01-16 00:00:00-05:00,50.875699272662956,51.66700850110404,50.85171808000226,51.62704086303711,3488800,0.0,0.0,ETN
2015-01-20 00:00:00-05:00,51.866837235989145,51.93078302099337,51.35528315236677,51.79490280151367,3265200,0.0,0.0,ETN
2015-01-21 00:00:00-05:00,51.435213437930344,52.690120529081945,51.33930085657215,52.610191345214844,3276800,0.0,0.0,ETN
2015-01-22 00:00:00-05:00,53.233643553361325,54.280735908138475,52.86596445638349,54.096893310546875,3463400,0.0,0.0,ETN
2015-01-23 00:00:00-05:00,54.13686308100693,54.13686308100693,53.329564326384386,53.561363220214844,2356100,0.0,0.0,ETN
2015-01-26 00:00:00-05:00,53.32955188616479,53.64927463404575,52.81000318313376,53.409481048583984,1950000,0.0,0.0,ETN
2015-01-27 00:00:00-05:00,52.27448068240587,52.60219213794054,51.70697559739291,51.970741271972656,3771600,0.0,0.0,ETN
2015-01-28 00:00:00-05:00,52.22651959462752,52.36240590708278,50.77178963100689,50.843727111816406,3197400,0.0,0.0,ETN
2015-01-29 00:00:00-05:00,50.70784243306265,51.43520891912145,50.19628838340846,51.30732345581055,3359600,0.0,0.0,ETN
2015-01-30 00:00:00-05:00,50.779781801796666,51.235384834795575,50.41210269606119,50.4280891418457,3911500,0.0,0.0,ETN
2015-02-02 00:00:00-05:00,50.85172612126615,51.88283219385118,50.228269897348355,51.47518539428711,4116900,0.0,0.0,ETN
2015-02-03 00:00:00-05:00,54.26474191540832,56.21504540555779,53.8890681023184,55.78342056274414,7275200,0.0,0.0,ETN
2015-02-04 00:00:00-05:00,55.455708276936505,55.54363220313183,54.488551186993405,54.7363395690918,4301200,0.0,0.0,ETN
2015-02-05 00:00:00-05:00,54.93616260025465,55.61556973110813,54.93616260025465,55.32781982421875,2552600,0.0,0.0,ETN
2015-02-06 00:00:00-05:00,55.54363468613949,56.64667813746171,55.54363468613949,55.991249084472656,3272400,0.0,0.0,ETN
2015-02-09 00:00:00-05:00,55.59160773939512,56.52679215937876,55.58361299015742,56.063194274902344,2079700,0.0,0.0,ETN
2015-02-10 00:00:00-05:00,56.67065814568966,56.70263103935084,55.67152808704987,56.54276657104492,1971600,0.0,0.0,ETN
2015-02-11 00:00:00-05:00,56.23903933604254,56.54277271149986,55.91132171408024,56.21506118774414,2024600,0.0,0.0,ETN
2015-02-12 00:00:00-05:00,56.582739568298415,57.429999986793284,56.23104380294288,57.2701416015625,2697300,0.0,0.0,ETN
2015-02-13 00:00:00-05:00,57.2541301779486,58.11737976329851,57.110255247056955,57.98949432373047,3118800,0.0,0.0,ETN
2015-02-17 00:00:00-05:00,57.84562685165817,57.84562685165817,57.17420838818734,57.65378952026367,1977800,0.0,0.0,ETN
2015-02-18 00:00:00-05:00,57.6138317731302,58.173342114323816,57.33407660253339,57.78168487548828,1655800,0.0,0.0,ETN
2015-02-19 00:00:00-05:00,57.398001784566,57.98149622000063,57.15021956723816,57.645790100097656,1381700,0.0,0.0,ETN
2015-02-20 00:00:00-05:00,57.65379157225907,58.02147065654407,56.990373930073716,57.9575309753418,1779900,0.0,0.0,ETN
2015-02-23 00:00:00-05:00,57.68576851316548,57.909572658603835,57.158231041518725,57.26213836669922,1996600,0.0,0.0,ETN
2015-02-24 00:00:00-05:00,57.222178329166454,57.54989594152812,57.12626573878268,57.32609176635742,2073800,0.0,0.0,ETN
2015-02-25 00:00:00-05:00,57.44598549257896,57.54989282593827,56.6306919292161,57.190208435058594,2585600,0.0,0.0,ETN
2015-02-26 00:00:00-05:00,57.17420595463404,57.52590161568281,56.99835812410965,57.38202667236328,1905000,0.0,0.0,ETN
2015-02-27 00:00:00-05:00,56.902450394995924,57.15822741616032,56.55874945109953,56.758575439453125,2396600,0.0,0.0,ETN
2015-03-02 00:00:00-05:00,56.758563135191054,57.14222553466376,56.534759052464665,56.75056838989258,2208400,0.0,0.0,ETN
2015-03-03 00:00:00-05:00,56.32695666110635,56.73460342890697,56.09515775777682,56.302978515625,2239800,0.0,0.0,ETN
2015-03-04 00:00:00-05:00,56.13511028560285,56.21503944842305,55.27186069145453,55.671512603759766,2186400,0.0,0.0,ETN
2015-03-05 00:00:00-05:00,55.83266426044735,55.96156764261459,55.445941820456326,55.87294387817383,1732500,0.55,0.0,ETN
2015-03-06 00:00:00-05:00,55.33313252818127,55.7601344583545,54.76916887450772,54.9222412109375,1969100,0.0,0.0,ETN
2015-03-09 00:00:00-04:00,54.97060227640828,55.308980572846785,54.801406981444316,55.18812942504883,1633800,0.0,0.0,ETN
2015-03-10 00:00:00-04:00,54.59998256090973,54.656378935500115,54.1085319519043,54.1085319519043,1988400,0.0,0.0,ETN
2015-03-11 00:00:00-04:00,54.23743970889251,54.26966708937453,53.55262477719639,53.6331901550293,1874600,0.0,0.0,ETN
2015-03-12 00:00:00-04:00,53.86682486545977,54.20520308268773,53.689577376413716,54.181034088134766,2301500,0.0,0.0,ETN
2015-03-13 00:00:00-04:00,53.97961924695677,54.18103573668422,53.20618066401257,53.689579010009766,2503400,0.0,0.0,ETN
2015-03-16 00:00:00-04:00,54.881975406744125,54.97059916699998,53.89100342694882,54.61610412597656,3203000,0.0,0.0,ETN
2015-03-17 00:00:00-04:00,54.37438733947859,54.664427541720364,54.08434713723681,54.5274658203125,2215400,0.0,0.0,ETN
2015-03-18 00:00:00-04:00,54.26160352345696,55.365368149222256,53.7620945405691,55.20423126220703,3470900,0.0,0.0,ETN
2015-03-19 00:00:00-04:00,54.8658583261232,54.95448208586718,54.18910177543571,54.44691467285156,2032300,0.0,0.0,ETN
2015-03-20 00:00:00-04:00,54.809458928277124,55.308974078710264,54.7127829387858,55.17201232910156,4282400,0.0,0.0,ETN
2015-03-23 00:00:00-04:00,55.155897258749754,55.349255390409354,54.632213094875155,54.8336296081543,2288400,0.0,0.0,ETN
2015-03-24 00:00:00-04:00,54.80947209426916,55.075343422724245,54.36635936025615,54.68056869506836,2150600,0.0,0.0,ETN
2015-03-25 00:00:00-04:00,54.720831625917555,54.93836488165855,53.826541900634766,53.826541900634766,2193600,0.0,0.0,ETN
2015-03-26 00:00:00-04:00,53.57679480166664,53.95545884615001,53.359267662678555,53.7137565612793,1981300,0.0,0.0,ETN
2015-03-27 00:00:00-04:00,53.93933152143791,53.93933152143791,53.43176419867944,53.7379150390625,1386600,0.0,0.0,ETN
2015-03-30 00:00:00-04:00,53.9796243305015,54.87391412085083,53.9796243305015,54.6402702331543,1385000,0.0,0.0,ETN
2015-03-31 00:00:00-04:00,54.2052149663344,54.84975031385286,54.01991520297546,54.73695755004883,3182300,0.0,0.0,ETN
2015-04-01 00:00:00-04:00,54.7450071858592,54.76112394949137,54.06019225335562,54.44691467285156,2935200,0.0,0.0,ETN
2015-04-02 00:00:00-04:00,54.28576360286345,55.02698086789394,53.963502175255016,54.5274658203125,1987600,0.0,0.0,ETN
2015-04-06 00:00:00-04:00,53.99571952262334,55.880980701794506,53.939323162168,55.5426025390625,2186500,0.0,0.0,ETN
2015-04-07 00:00:00-04:00,55.2445276513862,55.655419108913456,55.06728011493346,55.23646926879883,1765900,0.0,0.0,ETN
